Author Name,Tweet,Friends,CreatedAt,Id,Favorite Count,Retweet Count,Company,Source
jorge fridman,$AAPL i dont understand how people like to loose money! im buying more! plenty of time to sit and wait til l 200.,4,2018-03-01T19:12:08Z,114713142,1,,APPLE,StockTwits
Caffy the clown,"$AAPL ugly, UGLY REVERSAL",70,2018-03-01T19:12:05Z,114713130,,,APPLE,StockTwits
Joe,"$AAPL hope china screws the us, f off",4,2018-03-01T19:11:38Z,114713031,,,APPLE,StockTwits
Greg,$AAPL every bounce has sold off so far,125,2018-03-01T19:11:19Z,114712979,,,APPLE,StockTwits
Caffy the clown,$AAPL hey don&#39;t buy too early cuz it&#39;s going A LOT LOWER !!,70,2018-03-01T19:11:00Z,114712908,,,APPLE,StockTwits
George C,$AAPL Dip again!! Buy some more!!!!,58,2018-03-01T19:10:58Z,114712902,2,,APPLE,StockTwits
Calvin Grinder,$AAPL Most everything in the US is made in China.  Retaliation will make every American consumer feel an instant recession.,116,2018-03-01T19:10:35Z,114712827,,,APPLE,StockTwits
Bryan Husk,"$AAPL thanks ðŸ™ for the dip, 74%+ portfolio in just two hours, went all in... will see how far up you go, I am watching! ðŸ¤“ðŸ¤‘ðŸ’°ðŸ¤‘ðŸ˜ˆ",110,2018-03-01T19:09:49Z,114712637,,,APPLE,StockTwits
Joe,"$AAPL drop, below 170 go",4,2018-03-01T19:09:25Z,114712554,1,,APPLE,StockTwits
The Chartiste,$aapl ....now get back to high 170s and I&#39;ll be waiting there,9199,2018-03-01T19:09:17Z,114712523,,,APPLE,StockTwits
The NOTORIOUS kiksbutt,$AAPL got that inverted head and shoulders feel to it...I&#39;ll buy again at 150,389,2018-03-01T19:07:52Z,114712233,,,APPLE,StockTwits
twobacons,$AAPL re-entered a little here,227,2018-03-01T19:07:40Z,114712197,1,,APPLE,StockTwits
Adam,"$AAPL RSI and MACD are completely bottomed out, going into hourly 200 day SMA, need to see some sort of bounce here...",12,2018-03-01T19:07:16Z,114712112,,,APPLE,StockTwits
Joe,$AAPL no fk you stop reversing.,4,2018-03-01T19:07:15Z,114712106,,,APPLE,StockTwits
â–´â–´,$AMZN $TSLA $NVDA $AAPL $FB $GOOGL $NFLX $BABA All sharp.,1388,2018-03-01T19:06:47Z,114711973,,,APPLE,StockTwits
The Chartiste,$AAPL closed weekly puts..what a nice day,9199,2018-03-01T19:06:04Z,114711806,2,,APPLE,StockTwits
Opricot,$AAPL EXP:3/2/2018|MaxPain:175.00|HighPutOI:175.00(15506)|HighCallOI:180.00(23839) http://www.opricot.com/ticker/aapl/optiongraphs,47,2018-03-01T19:06:02Z,114711796,,,APPLE,StockTwits
James Stair,$AAPL amateur stock trader here. Can anyone tell me why everything is crashing out so hard right now?,0,2018-03-01T19:05:54Z,114711771,,,APPLE,StockTwits
Oscar Mondragon,$AAPL itâ€™ll bounce back. It always does. Donâ€™t panic.,11,2018-03-01T19:04:55Z,114711557,,,APPLE,StockTwits
George C,$AAPL Keep falling gimme some more!!!,58,2018-03-01T19:04:27Z,114711445,1,,APPLE,StockTwits
Dexter Morgan,$AAPL $TWTR Panic selling never good !!! Stay Long &amp; Prosper â˜ºï¸,102,2018-03-01T19:03:58Z,114711334,3,,APPLE,StockTwits
ChipStacks,$AAPL Is it time to sell yet?,7,2018-03-01T19:03:34Z,114711241,,,APPLE,StockTwits
RagingBoar,$SPY all the big boys joining the sell off $AAPL $AMZN $FB $GOOGL $TSLA $NFLX,70,2018-03-01T19:03:15Z,114711170,1,,APPLE,StockTwits
Lou,$AAPL the biggest depression in world history is about to take effect next week,1,2018-03-01T19:02:35Z,114711023,1,,APPLE,StockTwits
Ian,"$BABA $AMZN $AAPL $BIDU https://www.google.com/amp/s/www.cnbc.com/amp/2018/03/01/ex-fed-chair-greenspan-we-are-in-a-bond-market-bubble.html the stock market is overpriced , interest levels rising , risk will be sold .",14,2018-03-01T19:02:20Z,114710967,,,APPLE,StockTwits
InvestorPlace,$AAPL is moving Chinese user data to a local facility. https://investorplace.com/2018/03/apple-storing-china-user-data-locally/,52017,2018-03-01T19:02:10Z,114710925,,,APPLE,StockTwits
Joe,$AAPL wow this is fucking bullshit,4,2018-03-01T19:02:05Z,114710909,2,,APPLE,StockTwits
George C,$AAPL Cause you keep me coming back for more,58,2018-03-01T19:01:40Z,114710819,1,,APPLE,StockTwits
labombagrande,"$AAPL STC half tomorrows puts. In at $0.79, out at $4.38. Hold other half for now.",42,2018-03-01T19:01:33Z,114710791,,,APPLE,StockTwits
Adam,$AAPL is there no bottom??,12,2018-03-01T19:01:20Z,114710756,,,APPLE,StockTwits
Jim,"$compq ðŸ”» below &lt; 50EMA
Tech is going lower....
to retest 
$ndx $QQQ $aapl $nvda $soxx $soxl",2310,2018-03-01T19:01:11Z,114710725,1,,APPLE,StockTwits
Ivo Baltic,$AAPL lost $12k,71,2018-03-01T19:01:00Z,114710694,,,APPLE,StockTwits
George C,$AAPL 150 today,58,2018-03-01T19:01:00Z,114710690,,,APPLE,StockTwits
Joe,$AAPL wow,4,2018-03-01T19:00:44Z,114710620,,,APPLE,StockTwits
al,"$WMT,$SQ,$IMUC,$BPMX.$AAPL LUNCH TIME Winners. BULLISH",6,2018-03-01T19:00:09Z,114710499,1,,APPLE,StockTwits
TradeSinner,Someone needs to convince the president this is a huge mistake. Tariffs are bad! $x $SPY $SPX $BA $AAPL $AMZN,166,2018-03-01T18:59:47Z,114710405,2,,APPLE,StockTwits
Dewonguy,ahhh YAWN $amzn $AAPL $NVDA $GBTC nice time to scoop some up,7,2018-03-01T18:59:17Z,114710288,2,,APPLE,StockTwits
Roger,$AAPL another Top Ramen day,3,2018-03-01T18:59:03Z,114710249,,,APPLE,StockTwits
Pierre Lafitte,$AAPL Gnarly red candle.,179,2018-03-01T18:59:00Z,114710234,,,APPLE,StockTwits
Joe,$AAPL gearing up for next 2 minute $1 drop,4,2018-03-01T18:58:47Z,114710191,,,APPLE,StockTwits
Mike,$AAPL 175 gap filled... one more gap at 167,17,2018-03-01T18:58:18Z,114710088,1,,APPLE,StockTwits
Bobby,$AAPL ugh wish I held onto my put now...could have had 700% instead of 400% sadface,33,2018-03-01T18:57:33Z,114709917,,,APPLE,StockTwits
Deborah,"$intc $xlk $aapl plus aluminum is cheap. And they don&#39;t even rely on it. They use silicon, etc.",36,2018-03-01T18:57:14Z,114709844,,,APPLE,StockTwits
Prasand J.,: back in. Entered: Mar-29 175C @ 4.60. $AAPL,22,2018-03-01T18:56:34Z,114709694,,,APPLE,StockTwits
Christopher Brecher,"$AAPL Warren Buffett strikes again. Touting AAPL at the top, just like he did in UAL, IBM and TEVA.",46316,2018-03-01T18:56:08Z,114709608,5,,APPLE,StockTwits
Joe,$AAPL holy fk where is the bottom,4,2018-03-01T18:55:52Z,114709557,1,,APPLE,StockTwits
Joseph,"$AAPL Some days you win, some days you lose. No one is right 100%, if they say they are then they are a lie.",967,2018-03-01T18:55:13Z,114709415,,,APPLE,StockTwits
George C,$AAPL Back to 150,58,2018-03-01T18:54:59Z,114709360,,,APPLE,StockTwits
ABD,"$AAPL free fall, could easily retest 167-168 area",427,2018-03-01T18:54:43Z,114709289,1,,APPLE,StockTwits
Stock news,$AAPL market might recover after 2:00 pm otherwise another 400 points down by eod,33,2018-03-01T18:54:07Z,114709165,1,,APPLE,StockTwits
Lou,$AAPL buffet is holding the bag,1,2018-03-01T18:53:41Z,114709085,1,,APPLE,StockTwits
Kevin,$AAPL Donâ€™t sweat it!  This is temporary.,3,2018-03-01T18:53:34Z,114709069,3,,APPLE,StockTwits
David vandersall,"$AAPL Trump, good for America good for American workers good for wage growth, good for manufacturing",89,2018-03-01T18:53:19Z,114709014,2,,APPLE,StockTwits
Roy,"$AAPL computer algorithms reacting to news about tariffs. Calm down everybody, including you Mr. President.",5,2018-03-01T18:53:09Z,114708979,1,,APPLE,StockTwits
Ospreyeye,$AAPL 15 minute chart - major bear attack - 300 SMA @ 173.68 is on deck - must hold level - downside risk if breaks,31485,2018-03-01T18:52:35Z,114708870,,,APPLE,StockTwits
Joseph,$AAPL big losses for me today. Real #trades! But I&#39;m staying long. Never sell at a loss!,967,2018-03-01T18:52:29Z,114708852,2,,APPLE,StockTwits
Joe,"$AAPL good thing all those coal jobs are coming back, im gunna need some work",4,2018-03-01T18:52:21Z,114708820,1,,APPLE,StockTwits
Caffy the clown,$AAPL next stop 150 on the way to 130 ?,70,2018-03-01T18:51:46Z,114708718,2,,APPLE,StockTwits
Stock news,$AAPL wow spx down 110 points in 3 days,33,2018-03-01T18:51:32Z,114708674,,,APPLE,StockTwits
Matt,$AAPL long 174.22,23,2018-03-01T18:51:05Z,114708580,1,,APPLE,StockTwits
Caffy the clown,$AAPL BIG DROP !! how low will it go?,70,2018-03-01T18:50:50Z,114708529,2,,APPLE,StockTwits
David vandersall,$AAPL FREE MONEY!!!!!,89,2018-03-01T18:50:16Z,114708416,1,,APPLE,StockTwits
George C,"$AAPL You sellas has enough, gimme some more! Busts Rhymes",58,2018-03-01T18:50:10Z,114708390,1,,APPLE,StockTwits
Adam,"$AAPL this is not looking good, markets are getting slammed",12,2018-03-01T18:49:53Z,114708325,1,,APPLE,StockTwits
Tony,$AAPL lol welcome new bag holders lol,644,2018-03-01T18:49:33Z,114708256,2,,APPLE,StockTwits
Jack Damn,"Cutting the 2nd half of my $AAPL long. I&#39;m not going to let it go red. I&#39;ll look for a re-entry tomorrow or next week. Trade closed, all out",89553,2018-03-01T18:49:29Z,114708245,2,,APPLE,StockTwits
Joe,"$AAPL well this has been a waste of 3 weeks, would made more in pnc",4,2018-03-01T18:48:22Z,114708017,1,,APPLE,StockTwits
bobotheclown,$AAPL Dip buyers step it up!!!!! LOL,4,2018-03-01T18:48:06Z,114707950,1,,APPLE,StockTwits
Bryan Husk,$AAPL $BABA $FB $SPY lets declare an official bear market just started. Good luck folks! ðŸ¤‘ðŸ¤“ðŸ’°ðŸ’¥,110,2018-03-01T18:47:49Z,114707898,1,,APPLE,StockTwits
Rich Derrick,"Damage in $QQQ --  FANG stocks crushed (ex $NFLX) , A/D #&#39;s aren&#39;t that bad yet/ $VIX is screaming: $AAPL $GOOGL $AMZN $FB",7973,2018-03-01T18:47:40Z,114707854,1,,APPLE,StockTwits
Ospreyeye,$AAPL - TTIIIMMMBBERRR!!!! ---------- checkout $SPXS ----$$$MONEY$$$ --------,31501,2018-03-01T18:47:28Z,114707812,1,,APPLE,StockTwits
Lil Bit Capital LLP,$AAPL keep calm and SELL,185,2018-03-01T18:47:03Z,114707714,1,,APPLE,StockTwits
Pierre Lafitte,$AAPL Guys at least wait for the 50 day.,179,2018-03-01T18:46:51Z,114707672,1,,APPLE,StockTwits
Hachiban,$AAPL F... trum!!!,0,2018-03-01T18:46:15Z,114707540,1,,APPLE,StockTwits
Joe,"$AAPL struggled to make a penny, no problem dropping a dollar in 5 minutes",4,2018-03-01T18:46:01Z,114707494,1,,APPLE,StockTwits
Joe,$AAPL .......................,4,2018-03-01T18:45:16Z,114707307,1,,APPLE,StockTwits
broke,@Shortseller no because it&#39;s a stock with no reason to move up.$AAPL is down you going to tell me it&#39;s a scam get lost ðŸ˜‰,8,2018-03-01T18:44:48Z,114707161,,,APPLE,StockTwits
Baronske cc,"$AAPL if you are daytrading, be a bear. if you are long, be a bull. Do you!  
https://www.cnbc.com/2018/02/26/warren-buffett-weve-bought-more-apple-than-anything-else-in-the-last-year.html",37,2018-03-01T18:43:28Z,114706845,1,,APPLE,StockTwits
Rod,$AAPL clearance sale! buying,184,2018-03-01T18:41:52Z,114706525,1,,APPLE,StockTwits
George C,"$AAPL I keep buying, more more more!!!!!",58,2018-03-01T18:41:31Z,114706459,1,,APPLE,StockTwits
Don Bird,$DDD $SPX $SPY $DIA $AAPL $DJIA $IWM $QQQ,17,2018-03-01T18:41:21Z,114706434,,,APPLE,StockTwits
Troy Bombardia,"Trade: Close $GOOG short @ $1081.75. Profit 
 
http://bullmarkets.co/daytrades/  
 
Positions: long $SPY $XLY $XLK, short $NFLX $VXX $XLF $DIA $FB $AAPL",713,2018-03-01T18:40:54Z,114706346,,,APPLE,StockTwits
Nathan,$AAPL Bounce b*tch bounce! daily 9ema and hourly pivot still over daily flag! Shake and bake ricky bobby!,2258,2018-03-01T18:40:46Z,114706325,,,APPLE,StockTwits
Shortseller,$AAPL bounced at support $AMZN at support here,1309,2018-03-01T18:40:34Z,114706288,,,APPLE,StockTwits
Lucas Lim,$SPY 3 black crows.. looks like the perfect setup. If you don&#39;t know what it is go google it and thank me later $QQQ $DIA $IVV $AAPL $AMZN,4,2018-03-01T18:38:46Z,114705948,1,,APPLE,StockTwits
Darrin Sunday,$WMT Selling the freshest produce through your iPhone $AAPL https://www.forbes.com/sites/phillempert/2018/03/01/walmart-wants-to-sell-the-freshest-produce-and-are-using-iphones-to-do-it/?utm_source=yahoo&amp;utm_medium=partner&amp;utm_campaign=yahootix&amp;partner=yahootix&amp;yptr=yahoo#3468e075593e,1,2018-03-01T18:37:05Z,114705647,,,APPLE,StockTwits
Don Draper,"$AAPL steady -BUY
Word is getting out of how oversold $SWN is..earnings after hours will trigger short squeeze. BUY
SOLD $RRC $SNAP $MU",20,2018-03-01T18:37:00Z,114705628,4,,APPLE,StockTwits
David vandersall,$AAPL Just fine Deass now can buy more !!!! BULLISH,89,2018-03-01T18:36:55Z,114705608,,,APPLE,StockTwits
John Stone,$AAPL Chinaâ€™s response could hurt apple,3,2018-03-01T18:36:17Z,114705489,1,,APPLE,StockTwits
Bryan Husk,$AAPL should be priced below $135 ðŸ™„ðŸ’¥ðŸ¤žðŸ¤‘,110,2018-03-01T18:36:03Z,114705439,1,,APPLE,StockTwits
Basil Matos,$AAPL Hey Buffet! Howâ€™s this working out for you?,10,2018-03-01T18:34:59Z,114705250,,,APPLE,StockTwits
David vandersall,$AAPL Retakes $180 tomorrow,89,2018-03-01T18:34:30Z,114705161,4,,APPLE,StockTwits
Ed Bajet,$AAPL overall market tanked. Nothing to do with AAPL! Buy time!!!,3,2018-03-01T18:33:10Z,114704877,5,,APPLE,StockTwits
Hesham kamel,$spy $aapl $mcd $orcl $mrk $qcom i guess this is the day when most of you should set on your hands and wait for a clear edge!!,3,2018-03-01T18:31:54Z,114704644,,,APPLE,StockTwits
JW,$AAPL sold at $179 yesterday...,0,2018-03-01T18:30:51Z,114704444,3,,APPLE,StockTwits
Jmoney74,$AAPL $DJIA if Dow goes 23000s it&#39;s a must buy there. $BABA,14,2018-03-01T18:30:39Z,114704412,1,,APPLE,StockTwits
George C,"$AAPL N*gg*s in Tariffs, Fall so hard mothaf*uckas wanna fine me, dat shit cray -Jay Z",58,2018-03-01T18:30:31Z,114704393,1,,APPLE,StockTwits
al,"$WMT,$SQ,$IMUC,$BPMX.$AAPL, $AKS  How do these stocks benefit from Block chain and Cryptocurrency?",6,2018-03-01T18:30:14Z,114704338,2,,APPLE,StockTwits
Raymond,$AAPL thanks for the 175. Good thing I sold at 180 time to ride the wave again,3,2018-03-01T18:30:04Z,114704307,5,,APPLE,StockTwits
Ed Bajet,$AAPL buy the dips!!!,3,2018-03-01T18:30:02Z,114704298,3,,APPLE,StockTwits
Chris,$AAPL donâ€™t let algos shake you out for no reason .,31,2018-03-01T18:29:38Z,114704221,3,,APPLE,StockTwits
Justin Payne,$AAPL letâ€™s see if we can,1,2018-03-01T18:29:31Z,114704203,2,,APPLE,StockTwits
Clark Joseph Kent,10 Super Safe Growth Stocks to Buy for Long-Lasting Dividends http://bit.ly/2oHLQWJ $LOW $HON $AAPL $MDT $TXN $COST $AMT $BDX $ADP $HRL,82022,2018-03-01T18:29:16Z,114704157,1,,APPLE,StockTwits
Stock news,$AAPL very high volume at $180 call strike ..could close near tomorrow ..imo,33,2018-03-01T18:28:55Z,114704076,,,APPLE,StockTwits
Nathan,$AAPL scalp long 175 at 1.7,2262,2018-03-01T18:27:51Z,114703848,2,,APPLE,StockTwits
JMar,$FB and $AAPL just witnessed their lows...shhhhh,1220,2018-03-01T18:27:39Z,114703812,1,,APPLE,StockTwits
Rob C,$SPY Thanks to the most clueless POTUS we&#39;ve ever had opportunities abound to Buy Low &amp; Sell High $AAPL $UPS $BAC $BABA $FB,1707,2018-03-01T18:26:38Z,114703588,5,,APPLE,StockTwits
Tony,$AAPL Warren laughing his ass off right now lol,644,2018-03-01T18:26:00Z,114703466,,,APPLE,StockTwits
skhk,$AAPL  Greed alone will cause tutes to squeeze all the Apple bears hard. The buyback isn&#39;t near done yet.,18,2018-03-01T18:25:59Z,114703465,,,APPLE,StockTwits
perckel,$IMNP $DRYS $BTC.X $RNN $INFI $ETH.X $LTC.X $AAPL,3,2018-03-01T18:25:36Z,114703356,1,,APPLE,StockTwits
Justin Payne,$AAPL back in @ 172.5 what you guys think??,1,2018-03-01T18:25:34Z,114703348,,,APPLE,StockTwits
skhk,"$AAPL 200 is where I might consider a short position, not yet.",18,2018-03-01T18:24:46Z,114703212,2,,APPLE,StockTwits
Joe,$AAPL it&#39;s like my buys and sells trigger a reversal,4,2018-03-01T18:24:31Z,114703165,3,,APPLE,StockTwits
al,"$WMT,$SQ,$IMUC,$BPMX.$AAPL, $AKS Rocket launch soon for stocks to come back strong. Love the little down  bonus. Always appreciated BULLISH",6,2018-03-01T18:23:30Z,114702981,3,,APPLE,StockTwits
Stephen Salerno,$AAPL So tariffs on steel &amp; aluminum make AAPL crash? That &amp; a 1/4 interest rate hike with 1.7% inflation &amp; a 5.00 swing lower? What a Joke!,10,2018-03-01T18:23:19Z,114702954,3,,APPLE,StockTwits
TradeSinner,"Watch for some buybacks to come in now, then stocks sell of last 20 min when they canâ€™t buy $SPY $SPX $AAPL $UVXY $SVXY",166,2018-03-01T18:22:20Z,114702774,3,,APPLE,StockTwits
George C,$AAPL Welcome to Jan 18th!!!!,58,2018-03-01T18:21:41Z,114702655,,,APPLE,StockTwits
Pierre Lafitte,$AAPL Probably will see 165 again.,179,2018-03-01T18:21:14Z,114702571,1,,APPLE,StockTwits
Joe,$AAPL nice sell at the bottom buy at the high of recovery.,4,2018-03-01T18:20:38Z,114702466,,,APPLE,StockTwits
Al Grey,$QQQ $SPY $AAPL $AMZN $NVDA $GOOGL $FB find what&#39;s wrong on that picture,10,2018-03-01T18:20:20Z,114702403,1,,APPLE,StockTwits
TradeKast,$SPY temporary stop in the bleeding as algos buy $AMZN and $AAPL at S3 support levels on intraday charts. Might hight 265 by end of day.,14,2018-03-01T18:19:13Z,114702176,,,APPLE,StockTwits
SoulEater_,$TSLA $AAPL Whole market red. Not worried. Just another #RedThursday,25,2018-03-01T18:18:53Z,114702095,4,,APPLE,StockTwits
Rob C,$SPY Never react to the 1st kneejerk reaction. Vol is still not impressive. Anyone selling is selling into a void right now $AAPL $BAC $BABA,1709,2018-03-01T18:18:31Z,114702023,6,,APPLE,StockTwits
Opinicus Holdings,Had to buy that $AAPL dip ðŸ¤‘,16,2018-03-01T18:17:47Z,114701874,3,,APPLE,StockTwits
TalkMarkets,"Most Active Equity Options And Strikes For Midday - Thursday, March 1 $AMD $GE $AAPL $FB $F $C $BAC https://goo.gl/F1jmji",27041,2018-03-01T18:17:22Z,114701792,,,APPLE,StockTwits
David vandersall,"$AAPL Well, there goes the price of ðŸŒ® tacos.",89,2018-03-01T18:16:48Z,114701669,,,APPLE,StockTwits
Joe,$AAPL this is asinine bout to take my money to synchrony bank,4,2018-03-01T18:16:08Z,114701545,,,APPLE,StockTwits
The NOTORIOUS kiksbutt,"$DJIA $SPX $AAPL $AMZN it&#39;s not a sell-off until you hit -1,000pts in a day",389,2018-03-01T18:15:58Z,114701510,2,,APPLE,StockTwits
al,"$WMT,$SQ,$IMUC,$BPMX.$AAPL, $AKS Its SELLOFF TIME AGAIN, HOLDING FOR A LITTLE LONGER to buy more. Buy a little today more tomorrow BULLISH",6,2018-03-01T18:15:57Z,114701509,2,,APPLE,StockTwits
Strelok444,$X only green in my watchlist $GE $AAPL $EA,0,2018-03-01T18:15:33Z,114701419,,,APPLE,StockTwits
Frank,$SPY $VIX $UVXY $AAPL $FB $AMD $JNUG that feeling when you just went long on something and then check the market 5 mins later today,231,2018-03-01T18:15:25Z,114701389,9,,APPLE,StockTwits
Rob C,$SPY The fear selling may go on but basing this on Trumps tariffs news still just says to find sales. Folks freaking:o) $AAPL $BAC $UPS $BAC,1709,2018-03-01T18:15:20Z,114701367,2,,APPLE,StockTwits
Dave,$AAPL the is no reason for the market to be red hold and chill us yield is also down huge manipulation going on,12,2018-03-01T18:14:28Z,114701205,1,,APPLE,StockTwits
JMar,$FB and $AAPL loading is so good!,1220,2018-03-01T18:14:14Z,114701165,,,APPLE,StockTwits
Paolo Tarallo,$AAPL when he sells heâ€™s not going to tell you beforehand.,13,2018-03-01T18:14:12Z,114701157,,,APPLE,StockTwits
David vandersall,$AAPL And tomorrow gets bought back.,89,2018-03-01T18:13:05Z,114700913,,,APPLE,StockTwits
JMar,$SPY ... its time to take a few mil in short actions off the tables...  we did not plan for these gains. Just lucky I guess. $AAPL $FB,1220,2018-03-01T18:12:23Z,114700773,,,APPLE,StockTwits
Todd,$AAPL death by 1000 cuts. Just flash crash it and be done with. Seems like a disaster in slow motion,3,2018-03-01T18:12:20Z,114700758,,,APPLE,StockTwits
Tony,$AAPL I demand an apology from all you stupid bulls lol,644,2018-03-01T18:12:04Z,114700706,,,APPLE,StockTwits
Tony,$AAPL lol,644,2018-03-01T18:11:15Z,114700535,,,APPLE,StockTwits
Joe,$AAPL well wtf dont stop going down now...,4,2018-03-01T18:10:35Z,114700402,,,APPLE,StockTwits
Daniel,$AAPL and now imagine buffet announces that he would sell too,3,2018-03-01T18:10:24Z,114700368,,,APPLE,StockTwits
Jon,$AKS is the new $AAPL,45,2018-03-01T18:10:22Z,114700358,,,APPLE,StockTwits
Optionsideas.com,$AAPL bam!,75,2018-03-01T18:10:21Z,114700352,,,APPLE,StockTwits
maddy,$AAPL closed all my puts thanks for the dip. nice profit of 170%,9,2018-03-01T18:09:58Z,114700260,,,APPLE,StockTwits
Optionsideas.com,$AAPL dude is a baller! Lol,75,2018-03-01T18:09:53Z,114700244,,,APPLE,StockTwits
Lou,"$AAPL once tariffs take hold , should I to see aapl below 170.",1,2018-03-01T18:09:27Z,114700129,,,APPLE,StockTwits
Optionsideas.com,$AAPL this guy is good!,75,2018-03-01T18:09:25Z,114700124,,,APPLE,StockTwits
Tony,$AAPL if you bulls liked it at $180 you should be loving it here lol,644,2018-03-01T18:09:25Z,114700119,,,APPLE,StockTwits
George C,$AAPL Apple is a â€œSteelâ€ right now,58,2018-03-01T18:09:10Z,114700072,1,,APPLE,StockTwits
Steve /OptionsDayTrader77,$AAPL waited patiently and now got my entry here,4113,2018-03-01T18:09:03Z,114700053,4,,APPLE,StockTwits
Tony,$AAPL told you bulls don&#39;t f&#39;k with my bearish calls lol,644,2018-03-01T18:08:38Z,114699971,,,APPLE,StockTwits
Adam Smith,"$AAPL F&#39;ing tarrifs, seriously? Ughh",1,2018-03-01T18:08:12Z,114699876,,,APPLE,StockTwits
Tim,$AAPL saying for few weeks! More market dynamics changing! 20% CORRECTION will be putting mildly!! Get overvalued profits out be4 too late!,14,2018-03-01T18:08:02Z,114699844,,,APPLE,StockTwits
Troy Terveer,"$AAPL not selling my puts until vix spikes over 30, need vix to inflate contract value",0,2018-03-01T18:07:51Z,114699808,,,APPLE,StockTwits
Tony,$AAPL lol where&#39;s that ElliotwaveForecast idiot now lol,644,2018-03-01T18:07:20Z,114699712,1,,APPLE,StockTwits
lara,$AAPL China steel aluminum tariffs,74,2018-03-01T18:06:59Z,114699617,,,APPLE,StockTwits
Jemi,"$AAPL $AMZN $BABA $NVDA $BZUN $LOW $CAT $SHOP $FB $NFLX $MELI 
We all fall down together 
UGGH!",203,2018-03-01T18:06:56Z,114699608,5,,APPLE,StockTwits
Russ,$AAPL Not good...going short,62,2018-03-01T18:06:21Z,114699479,,,APPLE,StockTwits
Opricot,$AAPL EXP:3/2/2018|MaxPain:175.00|HighPutOI:175.00(15506)|HighCallOI:180.00(23839) http://www.opricot.com/ticker/aapl/optiongraphs,47,2018-03-01T18:05:39Z,114699315,,,APPLE,StockTwits
Rob,"$QQQ ugly, flushed straight down to that daily S2... someone fading uncle Warren $AAPL",107,2018-03-01T18:05:12Z,114699213,,,APPLE,StockTwits
maddy,$AAPL closing my few puts,9,2018-03-01T18:04:47Z,114699105,,,APPLE,StockTwits
Benis Ecksdee,$AAPL IF APPLE CLOSES BETWEEN 174.8472768292 AND 175.98227271 THEN WEâ€™RE IN GOOD SHAPE. CERTAINLY NOT PULLING NUMBERS OUT OF MY ASS,3,2018-03-01T18:04:34Z,114699051,,,APPLE,StockTwits
Old Turkey,$AAPL I expect at least 10% lower in weeks,5076,2018-03-01T18:04:22Z,114698995,1,,APPLE,StockTwits
â–´â–´,$TSLA $NVDA $AAPL $FB $GOOGL Lows. $NFLX $BABA Flash down.,1388,2018-03-01T18:03:56Z,114698886,1,,APPLE,StockTwits
Adam Smith,$AAPL WTF,1,2018-03-01T18:03:48Z,114698861,,,APPLE,StockTwits
Robert Uy,"$AAPL FS, Whatâ€™s going on, why going down?",18,2018-03-01T18:03:27Z,114698768,,,APPLE,StockTwits
Anu,Got the entry start today on $AAPL. Entered for long call today,26,2018-03-01T18:03:25Z,114698758,,,APPLE,StockTwits
J Todd Nichols,$AAPL Attack it be algos. If apple closes back above $176.26 weâ€™ll be in great shape. (Upper uptrendline),20,2018-03-01T18:02:37Z,114698579,,,APPLE,StockTwits
poetrymathlover,"$AAPL $AAPL uddate. the resistance was meaningful,but you cant just willynilly short it",64,2018-03-01T18:02:37Z,114698576,,,APPLE,StockTwits
George C,$AAPL Hahahahahahahahahahahahahahahahahahajajajjahahahahahahahah,58,2018-03-01T18:01:53Z,114698405,2,,APPLE,StockTwits
deepak agrawal,$AAPL ouch,1,2018-03-01T18:01:14Z,114698279,,,APPLE,StockTwits
Shivam,"$AAPL gap at 175.5, this is prob just gap fill",20,2018-03-01T18:00:50Z,114698209,1,,APPLE,StockTwits
TradeKast,$AAPL taking some profits off the table here,14,2018-03-01T17:59:59Z,114698047,,,APPLE,StockTwits
George C,$AAPL Boom!!! Discounts gimme!!!!,58,2018-03-01T17:59:58Z,114698039,,,APPLE,StockTwits
Marco Ashraf,$AAPL $175 then $172,0,2018-03-01T17:59:26Z,114697911,,,APPLE,StockTwits
Deborah,$spy $dia $qqq here&#39;s the Key Powell passage today: $aapl $msft $ba $xlk $xlf $bac $jpm,36,2018-03-01T17:58:39Z,114697757,1,,APPLE,StockTwits
Russ,$AAPL WS is really having a hard with this great economy! lol $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$,62,2018-03-01T17:58:28Z,114697721,1,,APPLE,StockTwits
Jim,"Watch out.  Trump raised tarriffsâ˜¡
Inflation and trade climate worsening..
$soxl $msft  $aapl",2311,2018-03-01T17:58:08Z,114697647,,,APPLE,StockTwits
Prasand J.,: glad that I exited at the HOD yesterday. Looking for an entry. $AAPL #flawlessplay #pureluckorintuitionthough,22,2018-03-01T17:57:37Z,114697514,,,APPLE,StockTwits
Deborah,$spy $dia $qqq In essence- fed will be data dependent $aapl $msft $ba $xlk $xlf $bac $jpm,36,2018-03-01T17:57:26Z,114697474,1,,APPLE,StockTwits
JMar,$SPY  our $AAPL is collateral damage. The short play is huge!  $$$$$$$  $FB beatings working too.  $$$$$$$,1220,2018-03-01T17:56:39Z,114697324,,,APPLE,StockTwits
al,"$WMT,$SQ,$IMUC,$BPMX.$AAPL All down good day  advantage of lower prices for accumulation. I believe these will all be big winners. BULLISH",6,2018-03-01T17:56:35Z,114697305,2,,APPLE,StockTwits
